ENSGID	CHR	START	END	TSS	STRAND	NAME
ENSG00000029363	6	136577765	136610989	136610989	-	BCLAF1
ENSG00000135525	6	136663419	136871957	136871957	-	MAP7
ENSG00000197442	6	136878184	137114235	137114235	-	MAP3K5
ENSG00000112357	6	137143702	137235072	137143702	+	PEX7
ENSG00000182747	6	137243439	137246798	137243439	+	SLC35D3
ENSG00000016402	6	137321108	137366317	137366317	-	IL20RA
ENSG00000164485	6	137464957	137494785	137494785	-	IL22RA2
ENSG00000027697	6	137518620	137540586	137540586	-	IFNGR1
ENSG00000177468	6	137813336	137815531	137815531	-	OLIG3
ENSG00000118503	6	138188351	138204451	138188351	+	TNFAIP3
ENSG00000112378	6	138409642	138428556	138428556	-	PERP
ENSG00000112379	6	138483076	138665800	138483076	+	ARFGEF3
ENSG00000254440	6	138537123	138539628	138539628	-	PBOV1
ENSG00000051620	6	138724668	138743334	138724668	+	HEBP2
ENSG00000135540	6	138743180	139013708	139013708	-	NHSL1
ENSG00000024862	6	139094906	139114456	139094906	+	CCDC28A
ENSG00000203734	6	139117048	139225207	139117048	+	ECT2L
ENSG00000135597	6	139224630	139309398	139309398	-	REPS1
ENSG00000146386	6	139349882	139364439	139349882	+	ABRACL
ENSG00000112406	6	139456217	139501939	139456217	+	HECA
ENSG00000164440	6	139561198	139613135	139613135	-	TXLNB
ENSG00000164442	6	139692944	139695785	139695785	-	CITED2
ENSG00000135577	6	142379467	142468259	142468259	-	NMBR
ENSG00000203733	6	142454062	142456495	142454062	+	GJE1
ENSG00000009844	6	142468299	142545822	142468299	+	VTA1
ENSG00000112414	6	142622991	142767403	142622991	+	ADGRG6
ENSG00000010818	6	143072606	143277835	143277835	-	HIVEP2
ENSG00000146416	6	143381633	143662195	143381633	+	AIG1
ENSG00000189007	6	143743969	143771832	143771832	-	ADAT2
ENSG00000034693	6	143771942	143811753	143771942	+	PEX3
ENSG00000001036	6	143815949	143832857	143832857	-	FUCA2
ENSG00000112419	6	143857982	144152322	143857982	+	PHACTR2
ENSG00000135521	6	144164475	144184949	144164475	+	LTV1
ENSG00000118491	6	144185573	144259480	144185573	+	ZC2HC1B
ENSG00000118495	6	144261437	144385736	144385736	-	PLAGL1
ENSG00000169976	6	144416021	144416710	144416710	-	SF3B5
ENSG00000135604	6	144471624	144513076	144471624	+	STX11
ENSG00000152818	6	144606471	145174170	144606471	+	UTRN
ENSG00000112425	6	145703671	146057159	146057159	-	EPM2A
ENSG00000118496	6	146114638	146135931	146135931	-	FBXO30
ENSG00000146414	6	146185381	146285559	146285559	-	SHPRH
ENSG00000152822	6	146348782	146758737	146348782	+	GRM1
ENSG00000118508	6	146864969	146876089	146864969	+	RAB32
ENSG00000118492	6	146920103	147136598	146920103	+	ADGB
ENSG00000164506	6	147525316	147712146	147525316	+	STXBP5
ENSG00000203727	6	147829826	148058683	147829826	+	SAMD5
ENSG00000111961	6	148593440	148873180	148593440	+	SASH1
ENSG00000111962	6	149068166	149398126	149068166	+	UST
ENSG00000055208	6	149539777	149732749	149539777	+	TAB2
ENSG00000177688	6	149721398	149722414	149721398	+	SUMO4
ENSG00000178199	6	149767931	149806150	149806150	-	ZC3H12D
ENSG00000131013	6	149825631	149867179	149867179	-	PPIL4
ENSG00000055211	6	149887430	149912884	149887430	+	GINM1
ENSG00000186625	6	149916009	149970108	149970108	-	KATNA1
ENSG00000131023	6	149979289	150039241	150039241	-	LATS1
ENSG00000120253	6	150045451	150070801	150070801	-	NUP43
ENSG00000120265	6	150070580	150132556	150070580	+	PCMT1
ENSG00000120256	6	150139893	150185495	150185495	-	LRP11
ENSG00000164520	6	150204315	150219249	150219249	-	RAET1E
ENSG00000203722	6	150238014	150244257	150244257	-	RAET1G
ENSG00000131015	6	150263150	150270371	150263150	+	ULBP2
ENSG00000111981	6	150285079	150294851	150285079	+	ULBP1
ENSG00000155918	6	150339470	150346668	150346668	-	RAET1L
ENSG00000131019	6	150382189	150390257	150390257	-	ULBP3
ENSG00000198729	6	150464180	150571528	150464180	+	PPP1R14C
ENSG00000009765	6	150690028	150727105	150690028	+	IYD
ENSG00000120278	6	150921019	151164801	150921019	+	PLEKHG1
ENSG00000120254	6	151186815	151423023	151186815	+	MTHFD1L
ENSG00000131016	6	151561102	151679694	151561102	+	AKAP12
ENSG00000181472	6	151685250	151712694	151712694	-	ZBTB2
ENSG00000155906	6	151720033	151773293	151773293	-	RMND1
ENSG00000146476	6	151773393	151791236	151773393	+	ARMT1
ENSG00000120262	6	151815152	151942328	151815152	+	CCDC170
ENSG00000091831	6	151977826	152450754	151977826	+	ESR1
ENSG00000131018	6	152442822	152958936	152958936	-	SYNE1
ENSG00000120279	6	153019032	153045704	153019032	+	MYCT1
ENSG00000146469	6	153071932	153080900	153071932	+	VIP
ENSG00000112029	6	153291654	153304714	153304714	-	FBXO5
ENSG00000112031	6	153308497	153323844	153323844	-	MTRF1L
ENSG00000091844	6	153325594	153452417	153452417	-	RGS17
ENSG00000112038	6	154331631	154568001	154331631	+	OPRM1
ENSG00000074706	6	154475631	154677937	154677937	-	IPCEF1
ENSG00000153721	6	154708649	154831819	154831819	-	CNKSR3
ENSG00000213079	6	155054512	155155378	155054512	+	SCAF8
ENSG00000146426	6	155153831	155578857	155153831	+	TIAM2
ENSG00000029639	6	155577268	155635627	155635627	-	TFB1M
ENSG00000171217	6	155585147	155597682	155585147	+	CLDN20
ENSG00000074771	6	155716502	155776973	155776973	-	NOX3
ENSG00000049618	6	157097154	157531913	157097154	+	ARID1B
ENSG00000215712	6	157710057	157744633	157744633	-	TMEM242
ENSG00000175048	6	157802165	158099189	157802165	+	ZDHHC14
ENSG00000130340	6	158121419	158366109	158121419	+	SNX9
ENSG00000078269	6	158402895	158520208	158402895	+	SYNJ2
ENSG00000122335	6	158530551	158589312	158589312	-	SERAC1
ENSG00000272047	6	158589382	158620376	158589382	+	GTF2H5
ENSG00000130338	6	158653268	158932860	158653268	+	TULP4
ENSG00000146433	6	158957468	159056461	158957468	+	TMEM181
ENSG00000146425	6	159057506	159065775	159065775	-	DYNLT1
ENSG00000164674	6	159071046	159185908	159071046	+	SYTL3
ENSG00000092820	6	159186773	159240400	159240400	-	EZR
ENSG00000203711	6	159290880	159340137	159290880	+	LINC02901
ENSG00000130363	6	159393903	159421234	159421234	-	RSPH3
ENSG00000164691	6	159455500	159466184	159466184	-	TAGAP
ENSG00000164694	6	159590432	159693140	159590432	+	FNDC1
ENSG00000146457	6	160146617	160177351	160146617	+	WTAP
ENSG00000120437	6	160183077	160200144	160183077	+	ACAT2
ENSG00000120438	6	160199530	160210735	160210735	-	TCP1
ENSG00000112110	6	160210844	160219468	160210844	+	MRPL18
ENSG00000146453	6	160221281	160241736	160221281	+	PNLDC1
ENSG00000130368	6	160312020	160338479	160312020	+	MAS1
ENSG00000197081	6	160390114	160534539	160390114	+	IGF2R
ENSG00000175003	6	160542847	160579750	160542847	+	SLC22A1
ENSG00000112499	6	160592093	160698670	160698670	-	SLC22A2
ENSG00000146477	6	160769410	160873609	160769410	+	SLC22A3
ENSG00000198670	6	160952514	161085307	161085307	-	LPA
ENSG00000122194	6	161123226	161175129	161123226	+	PLG
ENSG00000085511	6	161412759	161538417	161412759	+	MAP3K4
ENSG00000026652	6	161550999	161695093	161695093	-	AGPAT4
ENSG00000185345	6	161768449	163148807	163148807	-	PRKN
ENSG00000112530	6	163148164	163736532	163148164	+	PACRG
ENSG00000112531	6	163835032	163999624	163835032	+	QKI
ENSG00000112539	6	165693153	165723094	165723094	-	C6orf118
ENSG00000112541	6	165740776	166401605	166401605	-	PDE10A
ENSG00000164458	6	166571144	166582188	166582188	-	TBXT
ENSG00000176381	6	166718788	166721936	166721936	-	PRR18
ENSG00000198818	6	166733216	166756064	166756064	-	SFT2D1
ENSG00000060762	6	166778407	166796501	166796501	-	MPC1
ENSG00000071242	6	166822852	167319939	167319939	-	RPS6KA2
ENSG00000026297	6	167335601	167370679	167370679	-	RNASET2
ENSG00000213066	6	167412662	167466206	167412662	+	CEP43
ENSG00000112486	6	167525295	167552629	167525295	+	CCR6
ENSG00000166984	6	167585633	167610167	167585633	+	TCP10L2
ENSG00000120436	6	167568735	167571468	167571468	-	GPR31
ENSG00000112494	6	167684657	167729502	167684657	+	UNC93A
ENSG00000120440	6	167738559	167772991	167738559	+	TTLL2
ENSG00000203690	6	167771595	167796442	167796442	-	TCP10L3
ENSG00000146521	6	168185217	168197552	168197552	-	LINC01558
ENSG00000130396	6	168227573	168372703	168227573	+	AFDN
ENSG00000125337	6	168396921	168445771	168396921	+	KIF25
ENSG00000153303	6	168453775	168502191	168502191	-	FRMD1
ENSG00000164488	6	168693510	168720457	168720457	-	DACT2
ENSG00000112562	6	168841831	169073984	168841831	+	SMOC2
ENSG00000186340	6	169615875	169654145	169654145	-	THBS2
ENSG00000184465	6	169857307	170102163	170102163	-	WDR27
ENSG00000185127	6	170102222	170106456	170102222	+	C6orf120
ENSG00000130024	6	170103998	170125662	170125662	-	PHF10
ENSG00000184786	6	170140205	170151683	170151683	-	DYNLT2
ENSG00000130023	6	170151718	170181696	170151718	+	ERMARD
ENSG00000198719	6	170591294	170615653	170615653	-	DLL1
ENSG00000112584	6	170599791	170716155	170599791	+	FAM120B
ENSG00000008018	6	170844208	170862395	170862395	-	PSMB1
ENSG00000112592	6	170863390	170881958	170863390	+	TBP
ENSG00000071994	6	170884383	170893780	170893780	-	PDCD2
ENSG00000177706	7	192969	300711	192969	+	FAM20C
ENSG00000197461	7	536895	559933	559933	-	PDGFA
ENSG00000188191	7	588834	767287	767287	-	PRKAR1B
ENSG00000164818	7	766336	826112	766336	+	DNAAF5
ENSG00000164828	7	856252	936072	856252	+	SUN1
ENSG00000239857	7	916191	936073	916191	+	GET4
ENSG00000105963	7	937537	995043	995043	-	ADAP1
ENSG00000240230	7	938415	1015185	1015185	-	COX19
ENSG00000073067	7	1022817	1029276	1022817	+	CYP2W1
ENSG00000146540	7	1036622	1177896	1177896	-	C7orf50
ENSG00000164849	7	1084182	1098897	1084182	+	GPR146
ENSG00000164850	7	1121844	1133451	1121844	+	GPER1
ENSG00000178381	7	1191707	1200395	1200395	-	ZFAND2A
ENSG00000164853	7	1272508	1276962	1272508	+	UNCX
ENSG00000164877	7	1468101	1499106	1499106	-	MICALL2
ENSG00000164880	7	1509913	1544025	1544025	-	INTS1
ENSG00000198517	7	1570338	1582679	1570338	+	MAFK
ENSG00000164855	7	1581871	1600457	1600457	-	TMEM184A
ENSG00000157778	7	1606968	1610641	1610641	-	PSMG3
ENSG00000225968	7	1705381	1787582	1705381	+	ELFN1
ENSG00000002822	7	1855429	2272878	2272878	-	MAD1L1
ENSG00000122687	7	2273830	2281840	2281840	-	MRM2
ENSG00000106268	7	2281861	2290781	2281861	+	NUDT1
ENSG00000106266	7	2291405	2393953	2393953	-	SNX8
ENSG00000106263	7	2393721	2420380	2393721	+	EIF3B
ENSG00000136213	7	2443223	2488119	2443223	+	CHST12
ENSG00000106003	7	2552163	2568811	2552163	+	LFNG
ENSG00000106009	7	2577444	2595328	2595328	-	BRAT1
ENSG00000106012	7	2598606	2654367	2598606	+	IQCE
ENSG00000136295	7	2671595	2704436	2671595	+	TTYH3
ENSG00000174945	7	2719156	2815134	2719156	+	AMZ1
ENSG00000146535	7	2767739	2883942	2883942	-	GNA12
ENSG00000198286	7	2945776	3083862	3083862	-	CARD11
ENSG00000146555	7	3340884	4308632	3340884	+	SDK1
ENSG00000164916	7	4721926	4811073	4721926	+	FOXK1
ENSG00000242802	7	4815246	4834028	4815246	+	AP5Z1
ENSG00000157927	7	4836686	4923347	4923347	-	RADIL
ENSG00000218823	7	4897369	4901661	4901661	-	PAPOLB
ENSG00000136297	7	4945620	4998844	4998844	-	MMD2
ENSG00000146587	7	5085452	5109118	5085452	+	RBAK
ENSG00000157954	7	5229827	5273471	5229827	+	WIPI2
ENSG00000164638	7	5314000	5346543	5314000	+	SLC29A4
ENSG00000182095	7	5346421	5465045	5465045	-	TNRC18
ENSG00000155034	7	5470966	5553440	5553440	-	FBXL18
ENSG00000075624	7	5566040	5603533	5603533	-	ACTB
ENSG00000075618	7	5632447	5646286	5632447	+	FSCN1
ENSG00000011275	7	5659678	5821327	5821327	-	RNF216
ENSG00000122543	7	5919458	5925994	5919458	+	OCM
ENSG00000122674	7	5938356	5966181	5938356	+	CCZ1
ENSG00000155026	7	5965181	6010320	6010320	-	RSPH10B
ENSG00000122512	7	6010556	6048761	6048761	-	PMS2
ENSG00000106305	7	6048886	6063465	6048886	+	AIMP2
ENSG00000086232	7	6061878	6098806	6098806	-	EIF2AK1
ENSG00000157999	7	6071007	6076183	6071007	+	ANKRD61
ENSG00000106346	7	6144580	6201195	6144580	+	USP42
ENSG00000008256	7	6201410	6312275	6312275	-	CYTH3
ENSG00000178397	7	6369042	6388612	6388612	-	FAM220A
ENSG00000136238	7	6414158	6443598	6414158	+	RAC1
ENSG00000164535	7	6448757	6523821	6523821	-	DAGLB
ENSG00000136240	7	6485584	6523821	6523821	-	KDELR2
ENSG00000215045	7	6536409	6591092	6591092	-	GRID2IP
ENSG00000136247	7	6617065	6629005	6617065	+	ZDHHC4
ENSG00000146576	7	6629652	6648357	6629652	+	INTS15
ENSG00000236609	7	6655241	6663921	6655241	+	ZNF853
ENSG00000164631	7	6728064	6746578	6746578	-	ZNF12
ENSG00000169402	7	6793734	6838996	6793734	+	RSPH10B2
ENSG00000146574	7	6833765	6866401	6866401	-	CCZ1B
ENSG00000106392	7	7196565	7288247	7196565	+	C1GALT1
ENSG00000215018	7	7395834	7575504	7575504	-	COL28A1
ENSG00000164654	7	7606506	7648563	7606506	+	MIOS
ENSG00000106399	7	7676149	7758238	7758238	-	RPA3
ENSG00000106415	7	8008427	8133902	8008427	+	GLCCI1
ENSG00000003147	7	8152814	8302317	8302317	-	ICA1
ENSG00000122584	7	8473239	8792591	8473239	+	NXPH1
ENSG00000189043	7	10971570	10979780	10979780	-	NDUFA4
ENSG00000106443	7	11012963	11209250	11012963	+	PHF14
ENSG00000005108	7	11409992	11871824	11871824	-	THSD7A
ENSG00000106460	7	12250896	12282993	12250896	+	TMEM106B
ENSG00000146530	7	12370511	12443567	12443567	-	VWDE
ENSG00000006747	7	12610203	12699807	12610203	+	SCIN
ENSG00000122644	7	12726481	12730583	12726481	+	ARL4A
ENSG00000006468	7	13930854	14031050	14031050	-	ETV1
ENSG00000136267	7	14184674	15014402	15014402	-	DGKB
ENSG00000187546	7	15239942	15601640	15601640	-	AGMO
ENSG00000106511	7	15650837	15726308	15726308	-	MEOX2
ENSG00000214960	7	16127150	16542129	16542129	-	CRPPA
ENSG00000171243	7	16501106	16570205	16570205	-	SOSTDC1
ENSG00000205858	7	16566450	16621193	16566450	+	LRRC72
ENSG00000106524	7	16639404	16685442	16685442	-	ANKMY2
ENSG00000136261	7	16685756	16746148	16685756	+	BZW2
ENSG00000106537	7	16793380	16824161	16793380	+	TSPAN13
ENSG00000106541	7	16831435	16873057	16873057	-	AGR2
ENSG00000173467	7	16899036	16921611	16921611	-	AGR3
ENSG00000106546	7	16955983	17385776	16955983	+	AHR
ENSG00000071189	7	17830385	17980124	17980124	-	SNX13
ENSG00000229937	7	18066393	18067469	18067469	-	PRPS1L1
ENSG00000048052	7	18126572	19042039	18126572	+	HDAC9
ENSG00000122691	7	19060614	19157259	19157259	-	TWIST1
ENSG00000146618	7	19184405	19185044	19185044	-	FERD3L
ENSG00000105849	7	19735084	19748660	19748660	-	POLR1F
ENSG00000173452	7	19758938	19813240	19813240	-	TMEM196
ENSG00000183742	7	20174278	20257027	20257027	-	MACC1
ENSG00000105855	7	20370325	20455377	20370325	+	ITGB8
ENSG00000004846	7	20655290	20816658	20655290	+	ABCB5
ENSG00000164651	7	20821899	20826505	20826505	-	SP8
ENSG00000105866	7	21467661	21554440	21467661	+	SP4
ENSG00000105877	7	21582657	21941457	21582657	+	DNAH11
ENSG00000164649	7	21940517	21985521	21985521	-	CDCA7L
ENSG00000136237	7	22157854	22396773	22396773	-	RAPGEF5
ENSG00000105889	7	22459063	22767232	22767232	-	STEAP1B
ENSG00000136244	7	22765503	22771621	22765503	+	IL6
ENSG00000196683	7	22852247	22862468	22862468	-	TOMM7
ENSG00000122591	7	22928990	23053749	23053749	-	HYCC1
ENSG00000122550	7	23145377	23217533	23145377	+	KLHL7
ENSG00000136243	7	23221460	23240630	23221460	+	NUP42
ENSG00000136235	7	23275586	23314727	23275586	+	GPNMB
ENSG00000156928	7	23338358	23351348	23338358	+	MALSU1
ENSG00000136231	7	23349828	23510110	23510110	-	IGF2BP3
ENSG00000164548	7	23544399	23571660	23571660	-	TRA2A
ENSG00000169193	7	23637001	23684327	23637001	+	CCDC126
ENSG00000188732	7	23719749	23742868	23719749	+	FAM221A
ENSG00000196335	7	23749822	23872132	23749822	+	STK31
ENSG00000122585	7	24323807	24331481	24323807	+	NPY
ENSG00000105926	7	24612887	24733812	24612887	+	PALS2
ENSG00000105928	7	24737974	24797559	24797559	-	GSDME
ENSG00000070882	7	24836159	25021253	25021253	-	OSBPL3
ENSG00000172115	7	25158275	25164879	25164879	-	CYCS
ENSG00000153790	7	25174311	25219975	25219975	-	C7orf31
ENSG00000105954	7	25264189	25268105	25268105	-	NPVF
ENSG00000050344	7	26191818	26226757	26191818	+	NFE2L3
ENSG00000122566	7	26210771	26241149	26241149	-	HNRNPA2B1
ENSG00000122565	7	26240782	26253227	26240782	+	CBX3
ENSG00000086300	7	26331482	26414003	26331482	+	SNX10
ENSG00000122548	7	26572740	26578407	26578407	-	KIAA0087
ENSG00000222004	7	26677490	26686924	26677490	+	LINC02860
ENSG00000005020	7	26706687	27034858	27034858	-	SKAP2
ENSG00000105991	7	27132612	27135619	27135619	-	HOXA1
ENSG00000105996	7	27139973	27142305	27142305	-	HOXA2
ENSG00000105997	7	27145803	27192202	27192202	-	HOXA3
ENSG00000197576	7	27168126	27170399	27170399	-	HOXA4
ENSG00000106004	7	27180671	27183300	27183300	-	HOXA5
ENSG00000106006	7	27185015	27190222	27190222	-	HOXA6
ENSG00000122592	7	27193335	27197555	27197555	-	HOXA7
ENSG00000078399	7	27202057	27214799	27214799	-	HOXA9
ENSG00000253293	7	27210224	27219880	27219880	-	HOXA10
ENSG00000005073	7	27220776	27224851	27224851	-	HOXA11
ENSG00000106031	7	27233122	27239710	27239710	-	HOXA13
ENSG00000106038	7	27282319	27290112	27282319	+	EVX1
ENSG00000106049	7	27565061	27702502	27702502	-	HIBADH
ENSG00000106052	7	27778950	27884183	27778950	+	TAX1BP1
ENSG00000153814	7	27870192	28220414	28220414	-	JAZF1
ENSG00000146592	7	28338940	28865511	28338940	+	CREB5
ENSG00000106066	7	29034851	29235067	29235067	-	CPVL
ENSG00000106069	7	29186163	29553944	29186163	+	CHN2
ENSG00000176532	7	29603451	29606909	29603451	+	PRR15
ENSG00000122574	7	29846102	29956677	29846102	+	WIPF3
ENSG00000136193	7	29959720	30029905	30029905	-	SCRN1
ENSG00000106080	7	30050203	30066318	30066318	-	FKBP14
ENSG00000106086	7	30067020	30170099	30067020	+	PLEKHA8
ENSG00000180354	7	30174602	30202378	30174602	+	MTURN
ENSG00000180233	7	30324213	30407305	30324213	+	ZNRF2
ENSG00000106100	7	30464143	30518400	30518400	-	NOD1
ENSG00000006625	7	30536237	30544457	30544457	-	GGCT
ENSG00000106105	7	30620149	30673649	30620149	+	GARS1
ENSG00000106113	7	30691558	30739745	30739745	-	CRHR2
ENSG00000241644	7	30737601	30797218	30737601	+	INMT
ENSG00000106125	7	30811033	30932002	30811033	+	MINDY4
ENSG00000240583	7	30951468	30965132	30951468	+	AQP1
ENSG00000250424	7	30891889	30963427	30891889	+	ENSG00000250424
ENSG00000106128	7	30978284	31032869	30978284	+	GHRHR
ENSG00000078549	7	31091923	31151088	31091923	+	ADCYAP1R1
ENSG00000164600	7	31377079	31380340	31380340	-	NEUROD6
ENSG00000180347	7	31553704	31696118	31553704	+	ITPRID1
ENSG00000106341	7	31726829	31748069	31726829	+	PPP1R17
ENSG00000154678	7	31790793	32467743	32467743	-	PDE1C
ENSG00000106355	7	32524950	32534895	32534895	-	LSM5
ENSG00000105778	7	32535038	32628338	32535038	+	AVL9
ENSG00000170852	7	32907784	32933743	32933743	-	KBTBD2
ENSG00000122642	7	32997016	33046542	32997016	+	FKBP9
ENSG00000122643	7	33053742	33102408	33102408	-	NT5C3A
ENSG00000164610	7	33134409	33149017	33149017	-	RP9
ENSG00000122507	7	33149169	33916792	33149169	+	BBS9
ENSG00000164619	7	33943920	34196039	33943920	+	BMPER
ENSG00000187258	7	34697830	34917944	34697830	+	NPSR1
ENSG00000173852	7	34966904	35077883	35077883	-	DPY19L1
ENSG00000164532	7	35242042	35293711	35293711	-	TBX20
ENSG00000122557	7	35672269	35737069	35737069	-	HERPUD2
ENSG00000122545	7	35840542	35946720	35840542	+	SEPTIN7
ENSG00000205745	7	36118694	36125346	36118694	+	ENSG00000205745
ENSG00000122547	7	36192863	36341147	36192863	+	EEPD1
ENSG00000164542	7	36363761	36429734	36429734	-	MATCAP2
ENSG00000011426	7	36429430	36493400	36429430	+	ANLN
ENSG00000136250	7	36552549	36764154	36764154	-	AOAH
ENSG00000155849	7	36892511	37488826	37488826	-	ELMO1
ENSG00000187037	7	37723369	37873390	37723369	+	GPR141
ENSG00000086289	7	37960242	37991538	37960242	+	EPDR1
ENSG00000086288	7	37888199	37939999	37888199	+	NME8
ENSG00000106483	7	37945534	38065297	38065297	-	SFRP4
ENSG00000010270	7	38217847	38270271	38217847	+	STARD3NL
ENSG00000078053	7	38423305	38671020	38671020	-	AMPH
ENSG00000164556	7	38724946	38726637	38726637	-	FAM183BP
ENSG00000006715	7	38762574	38971994	38971994	-	VPS41
ENSG00000106536	7	39017509	39532694	39017509	+	POU6F2
ENSG00000241127	7	39605984	39649919	39605984	+	YAE1
ENSG00000006451	7	39663164	39747719	39663164	+	RALA
ENSG00000065883	7	39989720	40139179	39989720	+	CDK13
ENSG00000168303	7	40165626	40174221	40174221	-	MPLKIP
ENSG00000175600	7	40174604	40900362	40174604	+	SUGCT
ENSG00000122641	7	41706766	41745432	41745432	-	INHBA
ENSG00000106571	7	42000547	42303699	42303699	-	GLI3
ENSG00000136197	7	42948872	42951904	42951904	-	C7orf25
ENSG00000256646	7	42948872	42971813	42971813	-	ENSG00000256646
ENSG00000106588	7	42956427	42971784	42971784	-	PSMA2
ENSG00000106591	7	42971975	42988557	42971975	+	MRPL32
ENSG00000002746	7	43152228	43605600	43152228	+	HECW1
ENSG00000164543	7	43622357	43690312	43622357	+	STK17A
ENSG00000106603	7	43648055	43769316	43769316	-	COA1
ENSG00000106605	7	43798279	43846941	43798279	+	BLVRA
ENSG00000062582	7	43906157	43909492	43909492	-	MRPS24
ENSG00000106608	7	43915493	43966010	43966010	-	URGCP
ENSG00000078967	7	43966035	43995735	43966035	+	UBE2D4
ENSG00000136206	7	44037496	44049723	44037496	+	SPDYE1
ENSG00000136279	7	44084239	44109055	44084239	+	DBNL
ENSG00000164708	7	44102326	44105166	44105166	-	PGAM2
ENSG00000122678	7	44111661	44122129	44122129	-	POLM
ENSG00000106624	7	44143944	44154161	44143944	+	AEBP1
ENSG00000106628	7	44154230	44163957	44163957	-	POLD2
ENSG00000106631	7	44178463	44180931	44180931	-	MYL7
ENSG00000106633	7	44182812	44237769	44237769	-	GCK
ENSG00000106636	7	44240558	44253893	44240558	+	YKT6
ENSG00000058404	7	44249618	44374176	44374176	-	CAMK2B
ENSG00000015676	7	44418718	44530257	44530257	-	NUDCD3
ENSG00000015520	7	44552134	44580929	44580929	-	NPC1L1
ENSG00000136271	7	44605403	44614650	44614650	-	DDX56
ENSG00000158604	7	44617493	44621886	44621886	-	TMED4
ENSG00000105953	7	44646171	44748665	44646171	+	OGDH
ENSG00000122515	7	44788180	44809480	44788180	+	ZMIZ2
ENSG00000196262	7	44836279	44864163	44836279	+	PPIA
ENSG00000105968	7	44866390	44887686	44887686	-	H2AZ2
ENSG00000146676	7	44915898	44925129	44925129	-	PURB
ENSG00000136286	7	45002261	45018687	45018687	-	MYO1G
ENSG00000136280	7	45039074	45116068	45039074	+	CCM2
ENSG00000136274	7	45120036	45128568	45128568	-	NACAD
ENSG00000136270	7	45139699	45151646	45151646	-	TBRG4
ENSG00000122679	7	45197390	45225901	45197390	+	RAMP3
ENSG00000164742	7	45613739	45762715	45613739	+	ADCY1
ENSG00000146678	7	45927959	45933259	45927959	+	IGFBP1
ENSG00000146674	7	45951844	45961473	45961473	-	IGFBP3
ENSG00000136205	7	47314752	47622156	47622156	-	TNS3
ENSG00000221845	7	47694842	47701246	47694842	+	LINC02902
ENSG00000136273	7	48002885	48019212	48019212	-	HUS1
ENSG00000158683	7	47779800	47988063	47988063	-	PKD1L1
ENSG00000136275	7	47834889	47859445	47834889	+	PKD1L1-AS1
ENSG00000164744	7	48026745	48068716	48068716	-	SUN3
ENSG00000164746	7	48075108	48100901	48075108	+	C7orf57
ENSG00000183696	7	48128225	48148333	48128225	+	UPP1
ENSG00000179869	7	48211055	48687093	48211055	+	ABCA13
ENSG00000188730	7	49813234	49961546	49813234	+	VWC2
ENSG00000042813	7	49890017	50160925	50160925	-	ZPBP
ENSG00000164500	7	50135479	50198852	50135479	+	SPATA48
ENSG00000185811	7	50343664	50472799	50343664	+	IKZF1
ENSG00000132436	7	50511826	50518088	50518088	-	FIGNL1
ENSG00000132437	7	50526134	50633102	50633102	-	DDC
ENSG00000106070	7	50657760	50861159	50861159	-	GRB10
ENSG00000106078	7	51083909	51384515	51384515	-	COBL
ENSG00000221900	7	53103326	53104618	53103326	+	POM121L12
ENSG00000170419	7	54610018	54638773	54610018	+	VSTM2A
ENSG00000132432	7	54819943	54827667	54827667	-	SEC61G
ENSG00000146648	7	55086710	55279321	55086710	+	EGFR
ENSG00000132434	7	55433030	55501430	55433030	+	LANCL2
ENSG00000154978	7	55503749	55640681	55640681	-	VOPP1
ENSG00000154997	7	55861233	55930448	55930448	-	SEPTIN14
ENSG00000249773	7	55954970	56022932	55954970	+	ENSG00000249773
ENSG00000178665	7	55955149	56010223	55955149	+	ZNF713
ENSG00000146729	7	56019486	56067874	56019486	+	NIPSNAP2
ENSG00000239789	7	56019570	56024193	56019570	+	MRPS17
ENSG00000146733	7	56078744	56119297	56119297	-	PSPH
ENSG00000146731	7	56119378	56131682	56119378	+	CCT6A
ENSG00000129103	7	56131695	56148363	56131695	+	SUMF2
ENSG00000164776	7	56147976	56160689	56160689	-	PHKG1
ENSG00000106153	7	56169266	56174169	56174169	-	CHCHD2
ENSG00000185290	7	56182374	56184110	56184110	-	NUPR2
ENSG00000185177	7	57187321	57207571	57207571	-	ZNF479
ENSG00000182111	7	57509883	57533265	57509883	+	ZNF716
ENSG00000197123	7	63688852	63727309	63688852	+	ZNF679
ENSG00000234444	7	63767837	63817012	63767837	+	ZNF736
ENSG00000173041	7	63980256	64023453	64023453	-	ZNF680
ENSG00000196247	7	64126477	64171955	64126477	+	ZNF107
ENSG00000197008	7	64254766	64294059	64254766	+	ZNF138
ENSG00000198039	7	64330550	64391359	64330550	+	ZNF273
ENSG00000152926	7	64432150	64467062	64467062	-	ZNF117
ENSG00000213462	7	64450734	64467121	64467121	-	ERV3-1
ENSG00000146757	7	64838712	64866049	64838712	+	ZNF92
ENSG00000196715	7	65338061	65424550	65338061	+	VKORC1L1
ENSG00000169919	7	65425671	65447202	65447202	-	GUSB
ENSG00000126522	7	65540787	65559684	65540787	+	ASL
ENSG00000241258	7	65579591	65619555	65579591	+	CRCP
ENSG00000169902	7	65670304	65885530	65670304	+	TPST1
ENSG00000243335	7	66093868	66114054	66093868	+	KCTD7
ENSG00000154710	7	66147151	66276451	66147151	+	RABGEF1
