hgnc_id	GeneSymbol	gene	TSSD	length	CDS_length	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	HI	hs
HGNC:16656	ENSG00000256683	ZNF350	28	22.516	1.599	0.000639	0.839	25	1.686	18	0.3	1	4	2	1	8	4	1	1	0	0.0116654667460788
HGNC:24740	ENSG00000197619	ZNF615	27	16.898	2.229	8.376e-12	1.001	21	1.50647619047619	2	0.2	1	0	0	0	1	1	1	1	0	0.000499476086189128
HGNC:24722	ENSG00000142556	ZNF614	28	17.475	1.758	1.5117e-07	1.007	23	1.62969565217391	39	0.543589743589744	2	0	0	0	8	4	1	1	0	0.0023507854282432
HGNC:20810	ENSG00000256087	ZNF432	27	64.36	1.959	3.0049e-14	1.146	19	1.72057894736842	0	0	2	0	0	0	8	4	1	1	0	0.000629529041754003
HGNC:27611	ENSG00000197608	ZNF841	27	31.3	2.775	0.023931	1.399	31	1.28770967741935	1	0.2	1	0	0	0	8	4	1	1	0	2.93311013123119e-05
HGNC:28062	ENSG00000204611	ZNF616	27	26.847	2.346	0.0080095	1.815	30	1.21033333333333	53	0.335849056603774	1	0	0	0	8	4	1	1	0	NA
HGNC:34333	ENSG00000196267	ZNF836	24	17.779	2.811	1.0252e-05	1.955	36	1.29813888888889	57	0.533333333333333	3	0	0	0	8	4	1	1	0	0.0001355948016076
HGNC:9302	ENSG00000105568	PPP2R1A	23	39.47	1.77	0.98389	0.303	26	1.12780769230769	48	0.704166666666667	3	7	4	1	10	5	1	0	1	0.0422576089642939
HGNC:28063	ENSG00000196214	ZNF766	23	26.459	1.416	9.2466e-06	1.868	42	1.23383333333333	45	0.311111111111111	3	0	0	0	8	4	1	1	0	0.00274562822038722
HGNC:23305	ENSG00000198464	ZNF480	23	28.753	1.608	0.03557	1.22	29	1.70765517241379	9	0.4	1	0	0	0	8	4	1	1	0	0.121584079181489
HGNC:26687	ENSG00000167554	ZNF610	22	31.535	1.389	0.00010546	1.76	49	1.32955102040816	46	0.360869565217391	3	0	0	0	8	4	1	1	0	0.00424682172144585
HGNC:37249	ENSG00000221923	ZNF880	24	15.878	1.734	0.002911	1.693	33	1.5570303030303	0	0	1	0	0	0	1	1	1	1	0	0.00736135547445652
HGNC:29384	ENSG00000167555	ZNF528	24	20.563	1.887	0.00071373	1.674	35	1.38397142857143	38	0.257894736842105	1	0	0	0	8	4	1	1	0	0.0287373872272712
HGNC:26337	ENSG00000198633	ZNF534	23	23.167	2.025	1.2886e-06	1.889	0	0	23	0.226086956521739	3	0	0	0	8	4	1	1	0	0.00119642169611263
HGNC:26449	ENSG00000258405	ZNF578	23	63.329	1.773	0.0013064	1.865	21	1.69533333333333	27	1.43703703703704	1	0	0	0	2	1	1	1	0	NA
HGNC:33230	ENSG00000198482	ZNF808	24	36.812	2.712	0.28866	1.209	104	1.19214423076923	79	0.645569620253165	2	0	0	0	1	1	1	1	0	0.0963165615259242
HGNC:25597	ENSG00000167562	ZNF701	24	31.352	1.596	5.4866e-08	1.95	85	1.69789411764706	50	0.536	1	0	0	0	1	1	1	1	0	0.000153383830735128
HGNC:13158	ENSG00000167766	ZNF83	22	96.444	1.551	NA	NA	94	1.22714893617021	76	0.423684210526316	3	0	0	0	2	1	1	1	NA	NA
HGNC:28766	ENSG00000213020	ZNF611	23	32.26	2.118	0.067163	1.513	96	1.38508333333333	93	2.06881720430108	1	0	0	0	8	4	1	1	0	0.100580356357828
HGNC:30951	ENSG00000189190	ZNF600	25	36.865	2.376	NA	NA	75	1.41728	50	0.436	2	0	0	0	8	4	1	1	NA	NA
HGNC:13073	ENSG00000198538	ZNF28	24	60.192	2.157	0.0074328	1.831	72	1.68090277777778	27	0.703703703703704	1	0	0	0	2	1	1	1	0	NA
HGNC:33105	ENSG00000204604	ZNF468	24	19.639	1.569	0.00010049	1.937	121	1.50695867768595	19	0.736842105263158	1	0	0	0	8	4	1	1	0	3.84228486423774e-05
HGNC:13842	ENSG00000182986	ZNF320	25	36.842	1.53	0.2186	1.461	9	2.29444444444444	66	0.381818181818182	1	0	0	0	2	1	1	1	0	0.0751623655515887
HGNC:38695	ENSG00000213793	ZNF888	24	19.055	2.157	NA	NA	6	2.18416666666667	101	1.77029702970297	0	0	0	0	0	0	0	1	NA	NA
HGNC:38879	ENSG00000221874	ZNF816-ZNF321P	23	34.348	0.702	NA	NA	105	1.46290476190476	103	1.83883495145631	0	0	0	0	0	0	0	0	NA	NA
HGNC:26995	ENSG00000180257	ZNF816	23	13.532	1.956	0.00014159	1.92	105	1.46290476190476	104	1.76923076923077	0	0	0	0	1	1	1	1	0	0.000195809915500081
HGNC:26501	ENSG00000269526	ERVV-1	24	2.202	1.434	NA	NA	0	0	0	0	0	0	0	0	1	1	1	0	NA	NA
HGNC:39051	ENSG00000268964	ERVV-2	24	6.94	1.608	NA	NA	12	1.75258333333333	0	0	1	0	0	0	0	0	0	0	NA	NA
HGNC:12948	ENSG00000170949	ZNF160	23	36.828	2.457	0.028175	1.323	66	1.27537878787879	101	1.79207920792079	1	0	0	0	8	4	1	1	0	0.00234475893786878
HGNC:20636	ENSG00000170954	ZNF415	24	25.198	1.668	0.21655	1.469	32	1.36978125	100	1.736	1	0	0	0	1	1	1	1	0	0.0818788171375638
HGNC:16447	ENSG00000197937	ZNF347	24	35.003	2.523	5.461e-05	1.858	63	1.18850793650794	93	1.65806451612903	1	0	0	0	8	4	1	1	0	NA
HGNC:25885	ENSG00000197497	ZNF665	23	34.173	2.037	0.0086277	1.797	92	1.00351086956522	87	0.868965517241379	1	0	0	0	8	4	1	1	0	0.0158781291463391
HGNC:28730	ENSG00000197928	ZNF677	22	19.517	1.755	1.6591e-08	1.1	58	1.20362068965517	31	0.303225806451613	3	0	0	0	8	4	1	1	0	0.0041749157901387
HGNC:19872	ENSG00000196131	VN1R2	22	3.545	1.188	NA	NA	0	0	2	0.2	0	0	0	0	0	0	0	0	NA	NA
HGNC:19871	ENSG00000228567	VN1R4	22	1.047	0.906	NA	NA	0	0	23	0.878260869565217	0	0	0	0	1	1	1	0	NA	NA
HGNC:25112	ENSG00000213799	ZNF845	22	23.157	2.913	0.00095913	1.9	56	1.27103571428571	42	0.361904761904762	1	0	0	0	8	4	1	1	0	0.0834769244641758
HGNC:29423	ENSG00000203326	ZNF525	21	26.524	1.44	0.23167	1.409	54	1.13588888888889	53	0.49811320754717	0	0	0	0	0	0	0	1	0	0.0881726086709639
HGNC:25092	ENSG00000196417	ZNF765	22	40.62	1.572	8.6566e-06	1.959	58	1.00020689655172	55	0.389090909090909	1	0	0	0	2	1	1	1	0	0.00151829237161509
HGNC:23179	ENSG00000160336	ZNF761	21	29.879	2.241	NA	NA	80	1.0798125	0	0	1	0	0	0	1	1	1	1	NA	NA
HGNC:33257	ENSG00000198346	ZNF813	20	28.522	1.854	0.63585	0.915	93	1.1271935483871	69	1.4463768115942	1	0	0	0	8	4	1	1	0	0.0831058431521904
HGNC:15489	ENSG00000130844	ZNF331	20	60.742	1.392	0.97927	0.292	107	1.39196261682243	68	0.585294117647059	21	0	0	0	8	4	1	1	1	0.20157715898875
HGNC:32166	ENSG00000204595	DPRX	24	4.953	0.576	2.4069e-06	1.945	0	0	36	2.78888888888889	0	1	1	1	0	0	0	1	0	0.0318500816486596
HGNC:22938	ENSG00000142405	NLRP12	27	30.653	3.189	3.6493e-28	1.355	58	1.17272413793103	29	0.917241379310345	1	0	0	0	5	3	1	0	0	0.00058746328572686
HGNC:7544	ENSG00000179820	MYADM	27	11.672	0.969	0.0062904	1.415	122	1.30146721311475	58	0.413793103448276	25	0	0	0	3	2	1	0	0	0.0330511503678023
HGNC:9402	ENSG00000126583	PRKCG	27	28.462	2.133	0.99985	0.203	67	2.12534328358209	108	2.83333333333333	3	0	0	0	10	5	1	0	1	0.103591630790338
HGNC:13626	ENSG00000105605	CACNG7	26	34.672	0.828	0.88714	0.413	16	3.3086875	103	1.79223300970874	3	0	0	0	7	4	1	0	0	0.187323343145546
HGNC:13628	ENSG00000142408	CACNG8	27	27.278	1.278	0.9638	0.289	0	0	92	1.57826086956522	1	0	0	0	8	4	1	0	1	0.152125570525014
HGNC:13625	ENSG00000130433	CACNG6	28	21.029	0.783	3.097e-05	1.69	18	3.0575	106	2.53396226415094	0	5	3	1	6	3	1	0	0	0.148074754064729
HGNC:29455	ENSG00000189068	VSTM1	28	23.128	0.711	6.372e-08	1.412	6	1.46133333333333	35	0.411428571428571	3	3	2	1	0	0	0	0	0	0.00473132749210647
HGNC:37250	ENSG00000248385	TARM1	29	11.485	0.84	1.2154e-07	1.542	8	1.880875	48	0.35	0	0	0	0	0	0	0	0	0	NA
HGNC:29960	ENSG00000170909	OSCAR	30	8.067	0.861	0.00033644	1.475	85	0.918964705882353	51	0.533333333333333	1	0	0	0	2	1	1	0	0	0.0367467259085522
HGNC:7686	ENSG00000170906	NDUFA3	30	6.528	0.255	0.071883	1.473	85	0.918964705882353	40	0.315	4	0	0	0	9	5	1	0	0	0.0916114632713959
HGNC:13630	ENSG00000105619	TFPT	30	8.71	0.762	0.00010562	1.123	76	0.786513157894737	63	0.419047619047619	3	1	1	1	7	4	1	0	0	0.0112947072804772
HGNC:15446	ENSG00000105618	PRPF31	30	16.36	1.5	0.98313	0.302	76	0.786513157894737	19	0.578947368421053	1	4	2	1	10	5	1	0	1	0.264772380451117
HGNC:7879	ENSG00000088038	CNOT3	30	17.954	2.262	1	0.076	76	0.778684210526316	91	1.50989010989011	3	5	3	1	9	5	1	0	1	0.337387291639926
HGNC:15502	ENSG00000105617	LENG1	31	4.56	0.795	1.5816e-10	1.742	109	0.96405504587156	88	0.634090909090909	2	4	2	1	6	3	1	0	0	0.00288037206295891
HGNC:22998	ENSG00000167608	TMC4	31	13.098	2.139	1.7195e-13	1.005	78	1.08828205128205	96	1.3375	3	4	2	1	1	1	1	0	0	0.00344152223666203
HGNC:15505	ENSG00000125505	MBOAT7	31	16.627	1.419	0.113	0.581	93	0.867548387096774	91	0.76043956043956	8	8	4	1	5	3	1	0	0	0.208324558450576
HGNC:15506	ENSG00000170892	TSEN34	31	4.605	0.939	0.3613	0.585	93	0.867548387096774	11	0.363636363636364	3	7	4	1	6	3	1	0	0	0.0728315260688352
HGNC:10442	ENSG00000170889	RPS9	31	48.185	0.585	0.87956	0.434	111	0.994513513513514	0	0	10	0	0	0	10	5	1	0	0	0.124913776926216
HGNC:6609	ENSG00000105609	LILRB5	33	7.885	1.776	4.4944e-23	1.429	24	1.15741666666667	96	2.18958333333333	3	0	0	0	1	1	1	0	0	0.000412171643529947
HGNC:6606	ENSG00000131042	LILRB2	34	7.373	1.797	1.2812e-14	1.119	44	1.31684090909091	34	1.97647058823529	3	0	0	0	5	3	1	0	0	0.00624761127496164
HGNC:16309	ENSG00000187116	LILRA5	35	6.083	0.9	7.2545e-09	1.487	39	0.860871794871795	43	1.97209302325581	2	0	0	0	0	0	0	0	0	0.000352831702276038
HGNC:15503	ENSG00000239961	LILRA4	35	5.977	1.5	6.8978e-16	1.448	35	0.986257142857143	67	3.08059701492537	4	0	0	0	4	2	1	0	0	0.000328919559525814
HGNC:6477	ENSG00000167613	LAIR1	35	19.174	0.864	3.2563e-07	1.208	70	1.45494285714286	95	5.98736842105263	10	0	0	0	4	2	1	0	0	0.000309940564720669
HGNC:13476	ENSG00000167614	TTYH1	35	21.691	1.383	0.99539	0.254	16	2.0775	107	5.18130841121495	6	0	0	0	2	1	1	0	1	0.269914558549506
HGNC:15500	ENSG00000167615	LENG8	35	13.131	2.625	0.99938	0.248	71	0.852605633802817	98	1.9469387755102	13	8	4	1	6	3	1	0	1	0.403822506410364
HGNC:16306	ENSG00000275183	LENG9	35	2.049	1.437	NA	NA	79	0.844607594936709	109	2.77981651376147	3	0	0	0	2	1	1	0	NA	NA
HGNC:17408	ENSG00000167617	CDC42EP5	36	8.233	0.447	0.32109	1.855	51	0.823490196078431	106	2.06415094339623	4	3	2	1	4	2	1	0	0	0.00697846235406667
HGNC:6478	ENSG00000167618	LAIR2	35	12.797	0.459	2.5967e-07	1.877	8	0.88025	26	1.07692307692308	2	0	0	0	1	1	1	0	0	NA
HGNC:6603	ENSG00000239998	LILRA2	37	17.365	1.452	6.9073e-20	1.748	24	1.36020833333333	24	1.38333333333333	4	0	0	0	0	0	0	0	0	0.000248806739478144
HGNC:6602	ENSG00000104974	LILRA1	36	8.799	1.47	7.3933e-20	1.609	26	1.24546153846154	20	1.23	1	0	0	0	5	3	1	0	0	5.90307525726204e-06
HGNC:6605	ENSG00000104972	LILRB1	32	20.861	2.106	5.6502e-14	1.055	37	1.17724324324324	38	3.48421052631579	4	0	0	0	4	2	1	0	0	0.000601882228083559
HGNC:6608	ENSG00000186818	LILRB4	32	26.47	1.35	4.7133e-13	1.336	39	1.18735897435897	25	0.768	4	0	0	0	2	1	1	0	0	0.000377334026554773
HGNC:16312	ENSG00000242019	KIR3DL3	32	12.152	1.233	0.00012102	1.733	0	0	10	0.44	0	0	0	0	5	3	1	0	0	0.0108288281087247
HGNC:6331	ENSG00000243772	KIR2DL3	33	14.526	1.026	2.6789e-09	1.611	4	1.973	8	1.15	0	0	0	0	4	2	1	0	0	0.000744253198936562
HGNC:6329	ENSG00000125498	KIR2DL1	33	14.529	1.125	3.5684e-15	1.878	2	1.2665	16	0.7875	0	0	0	0	4	2	1	0	0	0.000169836198379082
HGNC:6332	ENSG00000189013	KIR2DL4	34	10.906	1.195	0.042308	1.148	11	0.727545454545455	20	0.78	3	0	0	0	4	2	1	0	0	NA
HGNC:6338	ENSG00000167633	KIR3DL1	33	14.31	1.335	8.3578e-14	1.782	2	2.8575	16	0.525	0	0	0	0	5	3	1	0	0	2.66157788909892e-05
HGNC:6339	ENSG00000240403	KIR3DL2	34	16.764	1.368	6.0804e-12	1.87	6	1.00666666666667	14	0.528571428571429	1	0	0	0	3	2	1	0	0	0.0083086294376739
HGNC:3608	ENSG00000186431	FCAR	36	17.095	0.864	6.5959e-08	1.632	43	0.891232558139535	13	0.492307692307692	3	0	0	0	4	2	1	0	0	0.000393648916133185
HGNC:6731	ENSG00000189430	NCR1	39	10.002	0.915	7.3311e-11	1.454	51	1.13547058823529	35	1.17714285714286	4	0	0	0	4	2	1	0	0	0.00672137629535457
HGNC:22947	ENSG00000167634	NLRP7	40	42.803	3.114	1.8058e-16	1.017	2	0.9775	37	2.38378378378378	3	0	0	0	2	1	1	0	0	0.00122542633699476
HGNC:22948	ENSG00000022556	NLRP2	39	48.012	3.189	1.4201e-38	1.487	10	1.6386	24	0.308333333333333	2	0	0	0	5	3	1	0	0	0.00124154206905717
HGNC:14388	ENSG00000088053	GP6	42	24.559	1.863	1.6361e-11	1.609	25	1.02696	84	1.11904761904762	4	0	0	0	6	3	1	0	0	0.00758354101575085
HGNC:19978	ENSG00000160439	RDH13	43	32.183	0.996	6.0402e-14	1.809	86	1.28062790697674	66	0.915151515151515	4	0	0	0	4	2	1	0	0	0.000229768198941011
HGNC:21295	ENSG00000131037	EPS8L1	43	15.903	2.172	2.0053e-15	1.027	96	1.26372916666667	76	0.760526315789474	7	10	5	1	5	3	1	0	0	0.0302633750476308
HGNC:14947	ENSG00000125503	PPP1R12C	44	26.723	2.349	0.086713	0.431	119	1.27003361344538	94	1.60212765957447	4	9	5	1	6	3	1	0	0	0.108879074350401
HGNC:11948	ENSG00000105048	TNNT1	47	16.508	0.837	7.0202e-14	1.48	31	2.50538709677419	58	0.782758620689655	8	0	0	0	8	4	1	0	0	0.000527941582646492
HGNC:11947	ENSG00000129991	TNNI3	48	6.006	0.666	0.096284	0.692	10	2.1876	110	3.26727272727273	1	6	3	1	9	5	1	0	0	0.000540360780116427
HGNC:30492	ENSG00000167646	DNAAF3	48	8.061	1.827	5.5391e-08	0.987	109	1.56711926605505	104	2.12884615384615	7	7	4	1	2	1	1	0	0	0.0290478290475511
HGNC:11513	ENSG00000129990	SYT5	49	9.093	1.161	0.001902	0.836	53	1.51447169811321	77	0.568831168831169	8	0	0	0	8	4	1	0	0	0.0121677001833638
HGNC:9672	ENSG00000080031	PTPRH	49	28.259	3.348	1.0298e-36	1.182	73	1.3108904109589	74	0.797297297297297	4	0	0	0	5	3	1	0	0	0.000211814764878132
HGNC:28448	ENSG00000180089	TMEM86B	48	2.146	0.681	5.0655e-06	1.913	41	1.50812195121951	48	1.25833333333333	3	0	0	0	1	1	1	0	0	5.2431561267511e-05
HGNC:29195	ENSG00000105063	PPP6R1	48	29.238	2.646	0.98287	0.304	122	1.43677049180328	106	2.86981132075472	8	6	3	1	7	4	1	0	1	0.0677169205193407
HGNC:24989	ENSG00000133265	HSPBP1	49	18.158	1.08	0.057208	0.652	111	1.2384954954955	8	0.75	4	7	4	1	7	4	1	0	0	0.00174153200454554
HGNC:18994	ENSG00000160469	BRSK1	49	30.49	2.385	0.99982	0.205	48	2.02327083333333	100	1.744	4	0	0	0	8	4	1	0	1	0.105419497076371
HGNC:34415	ENSG00000180061	TMEM150B	47	21.247	0.702	3.5074e-08	1.719	64	1.047515625	64	1.36875	2	0	0	0	0	0	0	0	0	0.000446322858628666
HGNC:28405	ENSG00000133247	KMT5C	49	8.268	1.389	0.54685	0.436	99	0.94859595959596	78	0.835897435897436	1	5	3	1	3	2	1	0	0	0.133987091544841
HGNC:24380	ENSG00000160471	COX6B2	48	5.413	0.267	0.00064242	1.702	21	1.13614285714286	63	0.59047619047619	3	0	0	0	5	3	1	0	0	3.75875777977106e-05
HGNC:25278	ENSG00000180043	FAM71E2	48	8.352	2.769	1.5714e-09	0.892	18	0.995833333333333	54	0.462962962962963	1	0	0	0	2	1	1	0	0	NA
HGNC:5966	ENSG00000095752	IL11	48	6.081	0.6	0.00031772	1.491	36	1.08983333333333	105	3.10666666666667	1	0	0	0	8	4	1	0	0	NA
HGNC:29632	ENSG00000160472	TMEM190	47	1.42	0.534	0.0012621	1.501	34	1.21361764705882	12	0.216666666666667	1	3	2	1	2	1	1	0	0	0.0125680401663191
HGNC:40042	ENSG00000233493	TMEM238	47	5.048	0.531	0.29387	1.887	82	1.11979268292683	11	0.290909090909091	1	3	2	1	0	0	0	0	0	0.0347988298060016
HGNC:10330	ENSG00000108107	RPL28	47	17.318	0.513	0.76854	0.618	82	1.11979268292683	0	0	3	7	4	1	10	5	1	0	0	0.102455175127545
HGNC:17895	ENSG00000108106	UBE2S	46	8.043	0.669	0.63172	0.637	84	1.27177380952381	83	1.72771084337349	4	0	0	0	7	4	1	0	0	0.144206859832894
HGNC:35409	ENSG00000187902	SHISA7	47	14.56	1.683	0.85388	0.474	4	1.67475	106	3.71509433962264	3	0	0	0	0	0	0	0	0	0.0909995050118207
HGNC:26278	ENSG00000063241	ISOC2	47	9.358	0.666	1.297e-05	1.549	107	1.47765420560748	10	0.28	1	9	5	1	4	2	1	0	0	0.0286015856006144
HGNC:53653	ENSG00000283567	C19orf85	47	1.75	0.669	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:28054	ENSG00000197483	ZNF628	46	7.87	3.18	0.91268	0.359	104	1.45195192307692	93	0.658064516129032	2	7	4	1	1	1	1	1	1	0.287297898985163
HGNC:28918	ENSG00000090971	NAT14	46	2.38	0.621	0.0086687	1.796	109	1.6632752293578	95	1.26736842105263	3	2	1	1	6	3	1	0	0	0.107193070183736
HGNC:26641	ENSG00000179954	SSC5D	46	30.695	4.722	8.1581e-23	1.111	60	1.93343333333333	106	2.62830188679245	4	9	5	1	2	1	1	0	0	NA
HGNC:34416	ENSG00000187550	SBK2	47	8.522	1.047	3.9689e-05	1.638	22	2.3675	63	0.892063492063492	5	3	2	1	0	0	0	0	0	0.000653281244635102
HGNC:44121	ENSG00000231274	SBK3	46	4.886	1.08	0.00067934	1.687	35	2.08097142857143	76	1.69473684210526	0	4	2	1	0	0	0	0	0	NA
HGNC:26646	ENSG00000218891	ZNF579	44	4.074	1.689	0.83882	0.457	127	1.96102362204724	97	0.715463917525773	2	6	3	1	5	3	1	1	0	0.166532368948076
HGNC:25917	ENSG00000179943	FIZ1	44	10.594	1.491	0.52618	0.59	131	1.38129770992366	56	0.639285714285714	2	1	1	1	3	2	1	1	0	0.176722208385361
HGNC:28322	ENSG00000171443	ZNF524	44	3.116	0.795	0.081085	1.401	131	1.38129770992366	62	0.880645161290323	3	0	0	0	3	2	1	1	0	0.0270519371653018
HGNC:38705	ENSG00000261221	ZNF865	44	11.622	3.18	0.99814	0.163	11	2.58227272727273	0	0	0	7	4	1	2	1	1	1	1	0.238589622485792
HGNC:33111	ENSG00000179922	ZNF784	44	3.825	0.972	0.82859	0.515	130	2.00896923076923	56	0.789285714285714	2	5	3	1	1	1	1	1	0	0.130840561733733
HGNC:29473	ENSG00000213015	ZNF580	45	8.454	0.519	0.53362	1.249	121	1.7062479338843	78	0.858974358974359	5	5	3	1	2	1	1	1	0	0.0640004429844381
HGNC:25017	ENSG00000171425	ZNF581	45	10.164	0.594	0.094471	1.309	131	1.6136641221374	23	0.356521739130435	1	7	4	1	5	3	1	1	0	0.120143334129551
HGNC:30181	ENSG00000173581	CCDC106	45	12.099	0.843	0.027151	0.939	126	1.62374603174603	42	0.471428571428571	6	7	4	1	5	3	1	0	0	0.0227951896621137
HGNC:23156	ENSG00000063244	U2AF2	44	20.57	1.428	0.9996	0.133	118	1.23963559322034	6	0.266666666666667	5	7	4	1	10	5	1	0	1	NA
HGNC:21604	ENSG00000063245	EPN1	42	34.632	1.989	0.78579	0.388	114	1.18382456140351	24	0.4	3	7	4	1	10	5	1	0	0	0.0333403511785361
HGNC:22941	ENSG00000185792	NLRP9	42	29.964	2.976	8.8603e-25	1.309	2	4.762	56	2.02142857142857	0	0	0	0	0	0	0	0	0	0.000294798337491435
HGNC:16449	ENSG00000223638	RFPL4A	41	4.324	0.864	0.042929	1.735	0	0	4	0.65	0	0	0	0	2	1	1	0	0	NA
HGNC:45147	ENSG00000229292	RFPL4AL1	41	4.302	0.864	0.21729	1.466	0	0	5	0.52	0	0	0	0	1	1	1	0	0	0.0559587571242472
HGNC:22945	ENSG00000179873	NLRP11	39	51.403	3.102	2.1548e-09	0.798	6	2.45533333333333	7	1.17142857142857	4	0	0	0	1	1	1	0	0	0.0233343146615311
HGNC:22943	ENSG00000160505	NLRP4	39	45.315	2.985	3.1842e-09	0.776	5	2.194	2	3.8	2	0	0	0	5	3	1	0	0	0.000360531387548005
HGNC:22937	ENSG00000173572	NLRP13	34	40.637	3.132	9.0301e-16	0.958	0	0	5	0.2	0	2	1	1	1	1	1	0	0	0.00285497697453843
HGNC:22940	ENSG00000179709	NLRP8	33	40.797	3.147	6.0834e-25	1.263	0	0	1	0.4	0	0	0	0	0	0	0	0	0	0.000707489534554374
HGNC:21269	ENSG00000171487	NLRP5	29	62.084	3.603	1.1427e-13	0.795	0	0	8	0.3	0	0	0	0	3	2	1	0	0	0.00201828075927822
HGNC:26998	ENSG00000142409	ZNF787	27	33.932	1.149	0.8911	0.416	120	0.9513	95	2.17052631578947	2	8	4	1	2	1	1	1	0	0.123356386775599
HGNC:16052	ENSG00000167685	ZNF444	26	28.294	0.984	0.8667	0.454	109	0.79002752293578	88	1.51818181818182	4	8	4	1	5	3	1	1	0	0.120052417531721
HGNC:24840	ENSG00000197487	GALP	23	9.767	0.351	2.9414e-05	1.7	1	2.079	20	0.94	1	0	0	0	0	0	0	0	0	0.0479321423031016
HGNC:34246	ENSG00000197213	ZSCAN5B	23	8.35	1.488	1.0007e-12	1.869	2	0.956	7	0.257142857142857	0	0	0	0	0	0	0	1	0	0.000707665608418866
HGNC:34294	ENSG00000204532	ZSCAN5C	23	6.927	1.491	2.1218e-06	1.597	0	0	1	0.4	0	0	0	0	0	0	0	1	0	3.25107014557636e-05
HGNC:23710	ENSG00000131848	ZSCAN5A	20	148.713	1.491	0.0081938	0.962	70	0.801457142857143	2	0.2	1	0	0	0	3	2	1	1	0	0.162994762698128
HGNC:53168	ENSG00000267710	EDDM13	20	37.706	0.486	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:26421	ENSG00000018869	ZNF582	20	17.692	1.554	0.00052539	1.75	46	1.40241304347826	15	0.2	2	0	0	0	1	1	1	1	0	NA
HGNC:26427	ENSG00000198440	ZNF583	20	38.069	1.71	0.007156	0.611	35	1.16451428571429	3	0.2	1	0	0	0	8	4	1	1	0	0.00215646984715127
HGNC:28854	ENSG00000198046	ZNF667	18	38.74	1.833	2.3796e-06	0.85	33	1.41836363636364	59	0.494915254237288	2	0	0	0	8	4	1	1	0	0.00522279067460294
HGNC:23226	ENSG00000196263	ZNF471	17	22.371	1.881	6.0899e-06	0.867	32	1.3265625	52	0.365384615384615	2	0	0	0	8	4	1	1	0	0.00165100751471799
HGNC:17801	ENSG00000196867	ZFP28	17	17.86	2.607	0.00021901	0.569	34	1.24394117647059	39	0.405128205128205	0	1	1	1	8	4	1	1	0	0.0171513215860234
HGNC:22220	ENSG00000197016	ZNF470	17	21.442	2.154	1.676e-19	1.551	32	1.38703125	24	0.233333333333333	4	0	0	0	8	4	1	1	0	0.000623791797875802
HGNC:13141	ENSG00000197951	ZNF71	17	31.181	1.65	1.835e-08	1.219	38	1.52331578947368	3	0.333333333333333	2	0	0	0	2	1	1	1	0	0.0105089237276969
HGNC:27114	ENSG00000268182	SMIM17	16	14.088	0.357	0.014713	1.62	1	3.321	0	0	0	0	0	0	1	1	1	0	0	NA
HGNC:34332	ENSG00000127903	ZNF835	18	9.803	1.614	NA	NA	35	1.68834285714286	62	0.809677419354839	1	0	0	0	1	1	1	1	NA	NA
HGNC:12875	ENSG00000269699	ZIM2	19	66.184	1.677	0.001811	0.843	39	1.86910256410256	0	0	2	0	0	0	7	4	1	1	0	0.0220132476780353
HGNC:8826	ENSG00000198300	PEG3	19	30.651	4.767	2.6257e-05	0.506	38	1.86863157894737	46	5.53478260869565	5	0	0	0	3	2	1	1	0	0.0248462882895305
HGNC:18563	ENSG00000131864	USP29	27	12.788	2.769	NA	NA	0	0	65	0.483076923076923	0	0	0	0	2	1	1	0	NA	NA
HGNC:16366	ENSG00000141946	ZIM3	27	11.106	1.419	1.7915e-05	1.482	0	0	0	0	0	0	0	0	8	4	1	1	0	0.000827662445705032
HGNC:32179	ENSG00000258873	DUXA	27	13.464	0.615	3.0459e-08	1.51	3	0.988666666666667	0	0	0	0	0	0	0	0	0	1	0	0.0017066797281831
HGNC:13057	ENSG00000083844	ZNF264	28	31.346	1.884	5.8267e-07	0.992	44	1.29109090909091	30	0.253333333333333	2	0	0	0	8	4	1	1	0	0.00940780744785172
HGNC:11391	ENSG00000105146	AURKC	30	4.539	0.93	0.077907	0.726	1	2.788	23	0.617391304347826	4	0	0	0	8	4	1	0	0	0.00176448471256581
HGNC:23272	ENSG00000204524	ZNF805	30	22.096	1.884	0.38637	0.47	42	1.15921428571429	77	0.423376623376623	4	0	0	0	0	0	0	1	0	0.0688794340394979
HGNC:21628	ENSG00000197714	ZNF460	32	14.018	1.689	0.68181	0.797	44	0.901795454545455	97	0.975257731958763	10	3	2	1	8	4	1	1	0	0.0912053112984616
HGNC:25281	ENSG00000178229	ZNF543	34	10.298	1.803	3.5236e-17	1.681	46	0.906717391304348	15	0.226666666666667	2	0	0	0	8	4	1	1	0	0.000112021870478637
HGNC:13505	ENSG00000131845	ZNF304	33	8.627	2.121	0.032902	0.624	39	1.05082051282051	16	0.2125	1	1	1	1	1	1	1	1	0	0.0843882964785943
HGNC:26432	ENSG00000152433	ZNF547	33	16.088	1.209	0.0080575	1.813	29	1.01189655172414	15	0.826666666666667	0	3	2	1	0	0	0	1	0	0.0931228566522565
